ItemNumber,Date,StoreNumber,StoreName,Address,City,ZipCode,StoreLocation,CountyNumber,County,Category,CategoryName,VendorNumber,VendorName,ItemNumber,ItemDescription,Pack,BottleVolumeml,StateBottleCost,StateBottleRetail,BottlesSold,SaleAmount,VolumeSoldinLiters,VolumeSoldinGallons
INV-68771500106,4/1/2024,010165,SUPER MARKET / DAVENPORT,6723 NORTHWEST BOULEVARD,DAVENPORT,52806,POINT (-90.608956036 41.589559983),,SCOTT,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,80397,OLE SMOKY BANANA PUDDING CREAM MOONSHINE MINI,8,50,8.75,13.13,2,26.26,0.1,0.02
INV-68779700046,4/1/2024,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591974918 41.682304861),,JOHNSON,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,50,7.92,11.88,2,23.76,0.1,0.02
INV-68754400048,4/1/2024,2528,HY-VEE FOOD STORE #3 (1142) / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,POINT (-93.594780971 41.554268986),,POLK,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86843,OLE SMOKY SALTY CARAMEL WHISKEY,6,750,11,16.5,6,99,4.5,1.18
INV-68753800029,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1022200,100% AGAVE TEQUILA,260,DIAGEO AMERICAS,88163,DON JULIO REPOSADO PRIMAVERA,6,750,44.99,67.49,6,404.94,4.5,1.18
INV-68769700009,4/1/2024,2678,HY-VEE FAST & FRESH / DAVENPORT,3200 E KIMBERLY RD.,DAVENPORT,52807,POINT (-90.526745995 41.553747003),,SCOTT,1062400,SPICED RUM,260,DIAGEO AMERICAS,43338,CAPTAIN MORGAN ORIGINAL SPICED,6,1750,18,27,6,162,10.5,2.77
INV-68768600020,4/1/2024,4070,GRIEDER BEVERAGE DEPOT,708  13TH ST,BELLE PLAINE,52208,POINT (-92.277218966 41.897301014),,BENTON,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,38008,SMIRNOFF 80PRF PET,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-68762400032,4/1/2024,6199,BLIND PIG COCKTAIL BODEGA WEST DES MOINES,222 1 HALF 5TH STREET VALLEY JUNCTION,WEST DES MOINES,50265,POINT (-93.708602 41.570852),,POLK,1041200,FLAVORED GIN,110,3 BADGE CORPORATION,932650,SOOH UNCLE VALS BOTANICAL GIN,6,750,19.25,28.88,1,28.88,0.75,0.19
INV-68770300063,4/1/2024,010065,MADELLA WINE AND SPIRITS / BETTENDORF,3263 MOENCKS COURT UNIT 3265,BETTENDORF,52722,POINT (-90.4491193 41.555967972),,SCOTT,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69657,DR MCGILLICUDDYS MENTHOLMINT,12,1000,11,16.88,12,202.56,12,3.17
INV-68760400028,4/1/2024,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266,POINT (-93.810554963 41.563474998),,DALLAS,1011200,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,60180,HANDY SCHILLER OLD FASHIONED,6,750,20,30,1,30,0.75,0.19
INV-68765400012,4/1/2024,6332,KWIK STAR #1107 / CEDAR RAPIDS,1900 16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.699051462 41.96305608),,LINN,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,1,1.5,48,72,4.8,1.26
INV-68754600123,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1022100,MIXTO TEQUILA,065,JIM BEAM BRANDS,89787,SAUZA GOLD,12,1000,11.83,17.75,36,639,36,9.51
INV-68761100060,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1031200,AMERICAN FLAVORED VODKA,229,DEHNER DISTILLERY,37780,DRAGON FANDANGO VODKA  PINEAPPLE AND PAPAYA,6,750,11,16.5,6,99,4.5,1.18
INV-68770600004,4/1/2024,4915,CASEY'S GENERAL STORE #2429 / BETTENDORF,"3902, STATE ST",BETTENDORF,52722,POINT (-90.478879963 41.530919979),,SCOTT,1011200,STRAIGHT BOURBON WHISKIES,065,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18,27,4,108,3,0.79
INV-68759300002,4/1/2024,4371,KUM & GO #50 / WEST DES MOINES,745 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773794032 41.558419998),,POLK,1011200,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21462,BENCHMARK FULL PROOF,12,750,11.5,17.25,1,17.25,0.75,0.19
INV-68773400008,4/1/2024,4189,FAREWAY STORES #594 / MANCHESTER,109 EAST MARION ST,MANCHESTER,52057,POINT (-91.457132973 42.481523982),,DELAWARE,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,36976,NIKOLAI VODKA,12,750,3.3,4.95,1,4.95,0.75,0.19
INV-68757500017,4/1/2024,6139,SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,1610 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.599561013 41.520553996),,SCOTT,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84223,99 BRAND FRUIT PUNCH PET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-68770300047,4/1/2024,010065,MADELLA WINE AND SPIRITS / BETTENDORF,3263 MOENCKS COURT UNIT 3265,BETTENDORF,52722,POINT (-90.4491193 41.555967972),,SCOTT,1012200,SCOTCH WHISKIES,035,BACARDI USA INC,4867,DEWARS WHITE LABEL SCOTCH,12,1000,17.5,26.25,12,315,12,3.17
INV-68770300003,4/1/2024,010065,MADELLA WINE AND SPIRITS / BETTENDORF,3263 MOENCKS COURT UNIT 3265,BETTENDORF,52722,POINT (-90.4491193 41.555967972),,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,20.49,30.74,12,368.88,12,3.17
INV-68761100078,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1062200,WHITE RUM,035,BACARDI USA INC,43121,BACARDI SUPERIOR MINI,12,50,5.54,8.31,1,8.31,0.05,0.01
INV-68780200034,4/1/2024,3776,WAL-MART 5115 / DAVENPORT,3101 WEST KIMBERLY RD,DAVENPORT,52806,POINT (-90.622636979 41.557414002),,SCOTT,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,81177,MR BOSTON PEPPERMINT SCHNAPPS,12,1000,3.84,5.76,12,69.12,12,3.17
INV-68763400003,4/1/2024,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.698522983 42.029484381),,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,102286,CROWN ROYAL APPLE AND PEACH MINI,6,50,10,15,30,450,1.5,0.39
INV-68767200030,4/1/2024,2508,HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.698432542 41.973867687),,LINN,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,38088,PLATINUM 7X VODKA,6,1750,9.44,14.16,12,169.92,21,5.54
INV-68772500016,4/1/2024,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747,POINT (-90.912120003 41.60067401),,CEDAR,1031100,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37348,PHILLIPS VODKA,6,1750,7.67,11.51,4,46.04,7,1.84
INV-68763900008,4/1/2024,5094,CASEY'S GENERAL STORE #2778 / CEDAR,"201, 8TH AVE SE",CEDAR RAPIDS,52401,POINT (-91.662052233 41.972681774),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2,3,24,72,9,2.37
INV-68775800005,4/1/2024,5618,CASEY'S GENERAL STORE #1446 / LISBON,150 E. BUSINESS 30,LISBON,52253,POINT (-91.383227 41.9142914),,LINN,1011200,STRAIGHT BOURBON WHISKIES,065,JIM BEAM BRANDS,19064,JIM BEAM,24,375,5.6,8.4,24,201.6,9,2.37
INV-68767000018,4/1/2024,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404,POINT (-91.715523662 41.96408718),,LINN,1022200,100% AGAVE TEQUILA,420,MOET HENNESSY USA,88598,VOLCAN BLANCO UPGRADE,6,750,28.49,42.74,3,128.22,2.25,0.59
INV-68772500021,4/1/2024,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747,POINT (-90.912120003 41.60067401),,CEDAR,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64864,FIREBALL CINNAMON WHISKEY,24,375,5.33,8,5,40,1.87,0.49
INV-68773200081,4/1/2024,5054,CORK 'N BOTTLE / MANCHESTER,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445 42.484327016),,DELAWARE,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,80398,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,8,50,8.75,13.13,1,13.13,0.05,0.01
INV-68754600007,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1011200,STRAIGHT BOURBON WHISKIES,125,CEDAR RIDGE VINEYARDS LL,17206,CEDAR RIDGE BOURBON,6,750,18.67,28.01,36,1008.36,27,7.13
INV-68778800005,4/1/2024,010118,TIGER MART / TIPTON,51 CEDAR ST.,TIPTON,52772,POINT (-91.128892028 41.764995019),,CEDAR,1011100,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,26162,BIRD DOG BLACKBERRY MINI,6,50,5,7.5,1,7.5,0.05,0.01
INV-68776900017,4/1/2024,6237,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,902 NORTH 2ND STREET,CLINTON,52732,POINT (-90.186780025 41.85389998),,CLINTON,1051100,AMERICAN BRANDIES,205,E & J GALLO WINERY,52581,E & J VSOP,24,375,4,6,2,12,0.75,0.19
INV-68771100136,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1022200,100% AGAVE TEQUILA,395,PROXIMO,87401,JOSE CUERVO ESPECIAL SILVER MINI,12,50,12.33,18.5,12,222,0.6,0.15
INV-68774200002,4/1/2024,4585,CASEY'S GENERAL STORE #2561 / FARLEY,"306, 1ST ST SW",FARLEY,52046,POINT (-91.006255436 42.440478408),,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,17.49,26.24,12,314.88,9,2.37
INV-68753500017,4/1/2024,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.620252988 41.605623985),,POLK,1082100,IMPORTED CORDIALS & LIQUEURS,619,CAMPARI AMERICA,64996,FRANGELICO LIQUEUR,12,750,16.5,24.75,2,49.5,1.5,0.39
INV-68757500012,4/1/2024,6139,SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,1610 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.599561013 41.520553996),,SCOTT,1051100,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53213,PAUL MASSON GRANDE AMBER BRANDY VS,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-68761100061,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1031200,AMERICAN FLAVORED VODKA,229,DEHNER DISTILLERY,37781,DRAGON FANDANGO VODKA  BERRY,6,750,11,16.5,6,99,4.5,1.18
INV-68765300023,4/1/2024,010208,HAWKEYE CONVENIENCE STORE / CEDAR RAPIDS,250 16TH AVENUE,CEDAR RAPIDS,52404,POINT (-91.667834908 41.961945059),,LINN,1022200,100% AGAVE TEQUILA,260,DIAGEO AMERICAS,89154,DON JULIO REPOSADO,6,750,33.49,50.24,6,301.44,4.5,1.18
INV-68765700054,4/1/2024,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,POINT (-92.072554013 41.791099995),,IOWA,1082100,IMPORTED CORDIALS & LIQUEURS,368,PARK STREET IMPORTS,65543,LICOR 43 CHOCOLATE,6,750,16.49,24.74,6,148.44,4.5,1.18
INV-68757900020,4/1/2024,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.621613968 41.510280004),,SCOTT,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,11.49,17.24,1,17.24,0.37,0.09
INV-68770700007,4/1/2024,2687,HY-VEE FAST & FRESH EXPRESS- BETTENDORF,3470 MIDDLE ROAD,BETTENDORF,57222,POINT (-90.484232982 41.551825996),,SCOTT,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,65013,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,50,4.3,6.45,48,309.6,2.4,0.63
INV-68779400080,4/1/2024,2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.529426133 41.642516428),,JOHNSON,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84371,MR BOSTON SOUR CHERRY,12,1000,5,7.5,84,630,84,22.19
INV-68773900002,4/1/2024,4182,FAREWAY STORES #008 / DYERSVILLE,1207  12TH AVE SE,DYERSVILLE,52040,POINT (-91.111910963 42.47492801),,DUBUQUE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,10548,BLACK VELVET TOASTED CARAMEL,6,1750,11.5,17.25,6,103.5,10.5,2.77
INV-68773200045,4/1/2024,5054,CORK 'N BOTTLE / MANCHESTER,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445 42.484327016),,DELAWARE,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35317,BARTON VODKA,12,1000,3.97,5.96,12,71.52,12,3.17
INV-68769900005,4/1/2024,4699,WALGREENS #06553 / BETTENDORF,830 MIDDLE RD,BETTENDORF,52722,POINT (-90.521860016 41.539053987),,SCOTT,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6,1750,13.99,20.99,6,125.94,10.5,2.77
INV-68757400002,4/1/2024,4677,COSTCO WHOLESALE #1111 / CORALVILLE,2900 HEARTLAND DR,CORALVILLE,52241,POINT (-91.617450366 41.697406285),,JOHNSON,1012100,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,908806,KIRKLAND SIGNATURE CANADIAN WHISKEY,6,1750,13.25,19.88,432,8588.16,756,199.71
INV-68765100007,4/1/2024,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,1532 ELLIS BLVD NW,CEDAR RAPIDS,52405,POINT (-91.68249955 41.988516698),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,12,63,9,2.37
INV-68767100230,4/1/2024,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404,POINT (-91.715523662 41.96408718),,LINN,1081400,AMERICAN SCHNAPPS,065,JIM BEAM BRANDS,82611,DEKUYPER HOT DAMN!,12,750,6.75,10.13,1,10.13,0.75,0.19
INV-68762000020,4/1/2024,4379,KUM & GO #2091 / ASHWORTH / WDM,5969 ASHWORTH RD,WEST DES MOINES,50266,POINT (-93.789571958 41.585103996),,POLK,1031100,AMERICAN VODKAS,205,E & J GALLO WINERY,36968,NEW AMSTERDAM 80PRF,24,375,4,6,4,24,1.5,0.39
INV-68774500027,4/1/2024,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003,POINT (-90.70505003 42.492316017),,DUBUQUE,1012200,SCOTCH WHISKIES,266,EDRINGTON GROUP USA LLC,4936,FAMOUS GROUSE SCOTCH,12,750,12.44,18.66,3,55.98,2.25,0.59
INV-68779200018,4/1/2024,5708,BROTHERS MARKET / WILLIAMSBURG,103 W. WALNUT,WILLIAMSBURG,52361,POINT (-92.007652014 41.663245001),,IOWA,1051100,AMERICAN BRANDIES,434,LUXCO INC,56206,PARAMOUNT PEACH BRANDY,12,750,5.75,8.63,12,103.56,9,2.37
INV-68773800002,4/1/2024,5602,CASEY'S GENERAL STORE #2585 / DYERSVILLE,1402 9TH ST SE,DYERSVILLE,52040,POINT (-91.114725019 42.473569011),,DUBUQUE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100423,FIREBALL CINNAMON WHISKEY 100ML CARRIER,8,100,6,9,16,144,1.6,0.42
INV-68771100028,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26823,JACK DANIELS OLD #7 BLACK LABEL,48,200,4.23,6.35,48,304.8,9.6,2.53
INV-68760600052,4/1/2024,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.774831041 41.561127981),,POLK,1071000,COCKTAILS/RTD,395,PROXIMO,59049,JOSE CUERVO AUTHENTIC MARGARITA RASPBERRY COLADA,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-68760500004,4/1/2024,010134,"FAREWAY STORES, INC. #232 / WEST DES MOINES",9080 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,POINT (-93.829619108 41.559642305),,POLK,1032100,IMPORTED VODKAS,421,SAZERAC COMPANY  INC,34368,FRIS DANISH VODKA,6,1750,8.49,12.74,6,76.44,10.5,2.77
INV-68763900014,4/1/2024,5094,CASEY'S GENERAL STORE #2778 / CEDAR,"201, 8TH AVE SE",CEDAR RAPIDS,52401,POINT (-91.662052233 41.972681774),,LINN,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36908,MCCORMICK 80PRF VODKA PET,6,1750,8.24,12.36,6,74.16,10.5,2.77
INV-68771400011,4/1/2024,5436,SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,902 W. KIMBERLY RD STE 55-56,DAVENPORT,52806,POINT (-90.581721976 41.561309994),,SCOTT,1062200,WHITE RUM,035,BACARDI USA INC,43126,BACARDI SUPERIOR,12,750,8.76,13.14,12,157.68,9,2.37
INV-68771100011,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11773,BLACK VELVET,48,200,1.75,2.63,48,126.24,9.6,2.53
INV-68758200025,4/1/2024,5662,RIVERSIDE LIQUOR 2 / DAVENPORT,1528 W LOCUST,DAVENPORT,52804,POINT (-90.59738901 41.53849898),,SCOTT,1051100,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53213,PAUL MASSON GRANDE AMBER BRANDY VS,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-68766200020,4/1/2024,4126,SAM'S MAINSTREET MARKET / SOLON,123 E MAIN ST,SOLON,52333,POINT (-91.49462028 41.806968237),,JOHNSON,1092100,IMPORTED DISTILLED SPIRITS SPECIALTY,421,SAZERAC COMPANY  INC,77487,TORTILLA GOLD DSS,12,1000,4.9,7.35,12,88.2,12,3.17
INV-68761400025,4/1/2024,010272,UNIVERSITY LIQUORS / WEST DES MOINES,9250 UNIVERSITY AVE SUITE 114,WEST DES MOINES,50266,POINT (-93.834537013 41.599596013),,POLK,1031100,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,39555,DEEP EDDY LEMON MINI,12,50,7.5,11.25,6,67.5,0.3,0.07
INV-68779900010,4/1/2024,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.54879501 41.554922984),,SCOTT,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,4.22,6.33,24,151.92,9,2.37
INV-68754400020,4/1/2024,2528,HY-VEE FOOD STORE #3 (1142) / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,POINT (-93.594780971 41.554268986),,POLK,1031200,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40193,NEW AMSTERDAM PINEAPPLE,12,750,8,12,12,144,9,2.37
INV-68763600037,4/1/2024,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.698522983 42.029484381),,LINN,1031200,AMERICAN FLAVORED VODKA,300,MCCORMICK DISTILLING CO.,941467,SOOH 360 SORRENTO LEMON,12,750,8.49,12.74,12,152.88,9,2.37
INV-68759800016,4/1/2024,2683,HY-VEE FAST & FRESH / WDM,425 S JORDAN CREEK PKWY,WEST DES MOINES,50266,POINT (-93.810554963 41.563474998),,POLK,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48101,HENNESSY VS MINI,10,50,31.8,47.7,1,47.7,0.05,0.01
INV-68756200102,4/1/2024,2527,HY-VEE FOOD STORE #5 (1151) / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.601863361 41.526227002),,POLK,1051100,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,56805,PAUL MASSON RED BERRY GRANDE AMBER,12,750,6.41,9.62,12,115.44,9,2.37
INV-68771900002,4/1/2024,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,POINT (-90.62426399 41.557819979),,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,5,7.5,10,75,2,0.52
INV-68776900004,4/1/2024,6237,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,902 NORTH 2ND STREET,CLINTON,52732,POINT (-90.186780025 41.85389998),,CLINTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11298,CROWN ROYAL,6,1750,33.99,50.99,2,101.98,3.5,0.92
INV-68764600011,4/1/2024,010300,ESSENTIALS / CEDAR RAPIDS,1500 1ST AVENUE NE,CEDAR RAPIDS,52402,POINT (-91.652354957 41.988484595),,LINN,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36901,MCCORMICK 80PRF VODKA MINI,6,50,4.7,7.05,4,28.2,0.2,0.05
INV-68760200020,4/1/2024,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266,POINT (-93.810554963 41.563474998),,DALLAS,1042100,IMPORTED DRY GINS,035,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,12,750,14.49,21.74,12,260.88,9,2.37
INV-68779200003,4/1/2024,5708,BROTHERS MARKET / WILLIAMSBURG,103 W. WALNUT,WILLIAMSBURG,52361,POINT (-92.007652014 41.663245001),,IOWA,1011200,STRAIGHT BOURBON WHISKIES,259,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,17.52,26.28,12,315.36,9,2.37
INV-68756100009,4/1/2024,3696,WAL-MART 1723 / DES MOINES,5101 SE 14TH ST,DES MOINES,50315,POINT (-93.593598033 41.53794699),,POLK,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26820,JACK DANIELS OLD #7 BLACK LABEL FLAT,24,375,8.25,12.38,24,297.12,9,2.37
INV-68761100134,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84226,99 STRAWBERRIES MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-68763800155,4/1/2024,2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.657126938 41.955893982),,LINN,1022100,MIXTO TEQUILA,421,SAZERAC COMPANY  INC,88767,TORTILLA WHITE,12,1000,7.33,11,12,132,12,3.17
INV-68768000025,4/1/2024,5949,HAWKEYE LIQUOR & TOBACCO / IOWA CITY,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,POINT (-91.726678047 41.959720711),,LINN,1022100,MIXTO TEQUILA,395,PROXIMO,87410,JOSE CUERVO ESPECIAL SILVER,6,1750,21.5,32.25,6,193.5,10.5,2.77
INV-68763800121,4/1/2024,2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.657126938 41.955893982),,LINN,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69711,DR MCGILLICUDDYS WILD GRAPE,12,750,8.89,13.34,4,53.36,3,0.79
INV-68774500026,4/1/2024,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003,POINT (-90.70505003 42.492316017),,DUBUQUE,1062400,SPICED RUM,260,DIAGEO AMERICAS,43337,CAPTAIN MORGAN ORIGINAL SPICED,12,1000,12.99,19.49,36,701.64,36,9.51
INV-68779700069,4/1/2024,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591974918 41.682304861),,JOHNSON,1062400,SPICED RUM,260,DIAGEO AMERICAS,43337,CAPTAIN MORGAN ORIGINAL SPICED,12,1000,12.99,19.49,60,1169.4,60,15.85
INV-68772200028,4/1/2024,5555,SUB EXPRESS & GAS,4307 W LOCUST ST,DAVENPORT,52804,POINT (-90.63731696 41.537784003),,SCOTT,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84223,99 BRAND FRUIT PUNCH PET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-68773200023,4/1/2024,5054,CORK 'N BOTTLE / MANCHESTER,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445 42.484327016),,DELAWARE,1011200,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21878,VERY OLD BARTON BOURBON CRAFTED 86PRF,6,1750,17,25.5,1,25.5,1.75,0.46
INV-68769800022,4/1/2024,5888,BIG 10 MART #62 / BETTENDORF,999 MIDDLE RD,BETTENDORF,52722,POINT (-90.518682017 41.539857016),,SCOTT,1031200,AMERICAN FLAVORED VODKA,368,PARK STREET IMPORTS,76501,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,12,750,8.34,12.51,3,37.53,2.25,0.59
INV-68762900038,4/1/2024,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659639837 41.975513265),,LINN,1022100,MIXTO TEQUILA,434,LUXCO INC,89447,LA PRIMA GOLD,12,1000,8.09,12.14,3,36.42,3,0.79
